NAME,R,A,PER,ORBREF,ORBURL,FIRSTREF,FIRSTURL,DISCMETH,STAR,RSTAR,NCOMP,TEFF,JSNAME,EPEURL
GJ 876 e,,0.333345294,124.26,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,RV,GJ 876,,4,,Gliese 876,http://exoplanet.eu/star.php?st=Gliese+876
GJ 876 d,0,0.0208065826,1.93778,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Rivera 2005,http://adsabs.harvard.edu/abs/2005ApJ...634..625R,RV,GJ 876,,4,,Gliese 876,http://exoplanet.eu/star.php?st=Gliese+876
tau Gru b,0,2.5179710388,1311,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2003,http://adsabs.harvard.edu/abs/2003MNRAS.341..948J,RV,tau Gru,1.5491143465,1,5999.240234375,HD 216435,http://exoplanet.eu/star.php?st=HD+216435
HD 216437 b,0,2.4855589867,1353,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.337.1170J,RV,HD 216437,1.3686485291,1,5848.7099609375,HD 216437,http://exoplanet.eu/star.php?st=HD+216437
HD 216770 b,0,0.4558374584,118.45,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,RV,HD 216770,1.0395689011,1,5423,HD 216770,http://exoplanet.eu/star.php?st=HD+216770
51 Peg b,0,0.0521068089,4.230785,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Mayor 1995,http://adsabs.harvard.edu/abs/1995Natur.378..355M,RV,51 Peg,1.0245070457,1,5786.6801757812,51 Peg,http://exoplanet.eu/star.php?st=51+Peg
HAT-P-1 b,13.921553886240353,0.0553326234,4.4652934,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...656..552B,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...656..552B,Transit,HAT-P-1,1.1349999905,1,5975,HAT-P-1,http://exoplanet.eu/star.php?st=HAT-P-1
HD 217107 b,0,0.0750282481,7.1268163,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 1999,http://adsabs.harvard.edu/abs/1999PASP..111...50F,RV,HD 217107,1.5,2,5704.3598632812,HD 217107,http://exoplanet.eu/star.php?st=HD+217107
HD 217107 c,0,5.3341374397,4270,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,RV,HD 217107,1.5,2,5704.3598632812,HD 217107,http://exoplanet.eu/star.php?st=HD+217107
HD 217786 b,,2.3790962696,1319,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,RV,HD 217786,1.1505758762,1,5966,HD 217786,http://exoplanet.eu/star.php?st=HD+217786
HD 218566 b,,0.6872822642,225.7,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,RV,HD 218566,0.5907282829,1,4820,HD 218566,http://exoplanet.eu/star.php?st=HD+218566
WASP-21 b,11.993609970575877,0.0521086901,4.322482,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Transit,WASP-21,1.0599999428,1,5800,WASP-21,http://exoplanet.eu/star.php?st=WASP-21
HD 240210 b,0,1.3336390257,501.75,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,RV,HD 240210,17.2700824738,1,4290,HD 240210,http://exoplanet.eu/star.php?st=HD+240210
WASP-6 b,13.719792157983289,0.0428704247,3.361006,Gillon 2009,http://adsabs.harvard.edu/abs/2009A%26A...501..785G,Gillon 2009,http://adsabs.harvard.edu/abs/2009A%26A...501..785G,Transit,WASP-6,0.8700000048,1,5450,WASP-6,http://exoplanet.eu/star.php?st=WASP-6
HD 240237 b,,1.9188711643,745.7,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,RV,HD 240237,,1,4361,HD 240237,http://exoplanet.eu/star.php?st=HD+240237
WASP-10 b,12.10569967027905,0.0384535827,3.0927616,Johnson 2009,http://adsabs.harvard.edu/abs/2009ApJ...692L.100J,Christian 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1585C,Transit,WASP-10,0.7749999762,1,4675,WASP-10,http://exoplanet.eu/star.php?st=WASP-10
HD 219828 b,0,0.0515012369,3.8334999,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,RV,HD 219828,1.4681955576,1,5891,HD 219828,http://exoplanet.eu/star.php?st=HD+219828
HD 220773 b,,4.9430232048,3724.7,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,RV,HD 220773,1.3514393568,1,5940,HD 220773,http://exoplanet.eu/star.php?st=HD+220773
14 And b,0,0.823151052,185.84,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,RV,14 And,11.3800001144,1,4813,14 And,http://exoplanet.eu/star.php?st=14+And
HD 221287 b,0,1.2501455545,456.10001,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,RV,HD 221287,1.1023572683,1,6304,HD 221287,http://exoplanet.eu/star.php?st=HD+221287
WASP-4 b,15.031242721917623,0.0230405629,1.3382299,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Wilson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675L.113W,Transit,WASP-4,0.9139999747,1,5500,WASP-4,http://exoplanet.eu/star.php?st=WASP-4
HD 222155 b,,5.1386361122,3999,Boisse 2012,http://arxiv.org/abs/1205.5835,Boisse 2012,http://arxiv.org/abs/1205.5835,RV,HD 222155,1.6699999571,1,5765,HD 222155,http://exoplanet.eu/star.php?st=HD+222155
HAT-P-6 b,14.907944853013717,0.0523738377,3.852985,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,Transit,HAT-P-6,1.4600000381,1,6570,HAT-P-6,http://exoplanet.eu/star.php?st=HAT-P-6
gamma Cep b,0,2.1388258934,905.574,Hatzes 2003,http://adsabs.harvard.edu/abs/2003ApJ...599.1383H,Campbell 1988,http://adsabs.harvard.edu/abs/1988ApJ...331..902C,RV,gamma Cep,5.0100002289,1,4888,gamma Cephei,http://exoplanet.eu/star.php?st=gamma+Cephei
HD 222582 b,0,1.3365762234,572.38,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,RV,HD 222582,1.1373685598,1,5726.6298828125,HD 222582,http://exoplanet.eu/star.php?st=HD+222582
WASP-29 b,8.877512690704817,0.0456587411,3.922727,Hellier 2010,http://adsabs.harvard.edu/abs/2010ApJ...723L..60H,Hellier 2010,http://adsabs.harvard.edu/abs/2010ApJ...723L..60H,Transit,WASP-29,0.8080000281,1,4800,WASP-29,http://exoplanet.eu/star.php?st=WASP-29
WASP-5 b,12.778237872981672,0.0271923449,1.6284229,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2008,http://adsabs.harvard.edu/abs/2008MNRAS.387L...4A,Transit,WASP-5,1.0260000229,1,5880,WASP-5,http://exoplanet.eu/star.php?st=WASP-5
WASP-8 b,11.634921859722988,0.0801530182,8.158715,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q,Transit,WASP-8,0.9449999928,1,5600,WASP-8,http://exoplanet.eu/star.php?st=WASP-8
HD 224693 b,0,0.1924408525,26.73,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,RV,HD 224693,1.1702826023,1,6037,HD 224693,http://exoplanet.eu/star.php?st=HD+224693
XO-4 b,,0.0552400313,4.1250828,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,Transit,XO-4,,1,,XO-4,http://exoplanet.eu/star.php?st=XO-4
