NAME,R,A,PER,ORBREF,ORBURL,FIRSTREF,FIRSTURL,DISCMETH,STAR,RSTAR,NCOMP,TEFF,JSNAME,EPEURL
GJ 581 d,0,0.2177169621,66.64,Forveille 2011,http://xxx.lanl.gov/abs/1109.2505,Udry 2007,http://adsabs.harvard.edu/abs/2007A%26A...469L..43U,RV,GJ 581,,4,3498,Gl 581,http://exoplanet.eu/star.php?st=Gl+581
GJ 581 b,0,0.0406124666,5.36865,Forveille 2011,http://xxx.lanl.gov/abs/1109.2505,Bonfils 2005,http://adsabs.harvard.edu/abs/2005A%26A...443L..15B,RV,GJ 581,0.298999995,4,3498,Gl 581,http://exoplanet.eu/star.php?st=Gl+581
GJ 581 c,0,0.0729237869,12.9182,Forveille 2011,http://xxx.lanl.gov/abs/1109.2505,Udry 2007,http://adsabs.harvard.edu/abs/2007A%26A...469L..43U,RV,GJ 581,,4,3498,Gl 581,http://exoplanet.eu/star.php?st=Gl+581
GJ 581 e,0,0.0284589995,3.14945,Forveille 2011,http://xxx.lanl.gov/abs/1109.2505,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...507..487M,RV,GJ 581,,4,3498,Gl 581,http://exoplanet.eu/star.php?st=Gl+581
HAT-P-4 b,14.280241995972343,0.0443852544,3.056536,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,Transit,HAT-P-4,1.5959999561,1,5860,HAT-P-4,http://exoplanet.eu/star.php?st=HAT-P-4
iota Dra b,0,1.5308358669,511.098,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Frink 2002,http://adsabs.harvard.edu/abs/2002ApJ...576..478F,RV,iota Dra,11.9899997711,1,4545,HIP 75458,http://exoplanet.eu/star.php?st=HIP+75458
HD 137510 b,0,1.8683868647,801.3,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,Endl 2004,http://adsabs.harvard.edu/abs/2004ApJ...611.1121E,RV,HD 137510,1.9451704025,1,5965.6000976562,HD 137510,http://exoplanet.eu/star.php?st=HD+137510
HD 139357 b,0,2.3461756706,1125.7,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,RV,HD 139357,7.7638878822,1,4700,HD 139357,http://exoplanet.eu/star.php?st=HD+139357
HD 137388 b,,0.8888297081,330,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,RV,HD 137388,0.9778404832,1,5240,HD 137388,http://exoplanet.eu/star.php?st=HD+137388
HD 330075 b,0,0.0392074063,3.38773,Pepe 2004,http://adsabs.harvard.edu/abs/2004A%26A...423..385P,Pepe 2004,http://adsabs.harvard.edu/abs/2004A%26A...423..385P,RV,HD 330075,1.2072634697,1,5017,HD 330075,http://exoplanet.eu/star.php?st=HD+330075
kappa CrB b,0,2.80148983,1261.94,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..784J,RV,kappa CrB,3.5219950676,1,4970,kappa CrB,http://exoplanet.eu/star.php?st=kappa+CrB
HD 141937 b,0,1.5008728504,653.21997,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,RV,HD 141937,1.0638424158,1,5846.8198242188,HD 141937,http://exoplanet.eu/star.php?st=HD+141937
HD 142245 b,,2.77627635,1299,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV,HD 142245,4.5155215263,1,4878,HD 142245,http://exoplanet.eu/star.php?st=HD+142245
HD 142415 b,0,1.0606082678,386.29999,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,RV,HD 142415,1.1190230846,1,5901.9799804688,HD 142415,http://exoplanet.eu/star.php?st=HD+142415
WASP-17 b,21.655751231741743,0.0499353856,3.735433,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..159A,Transit,WASP-17,1.2000000477,1,6550,WASP-17,http://exoplanet.eu/star.php?st=WASP-17
rho CrB b,0,0.2256921232,39.8449,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Noyes 1997,http://adsabs.harvard.edu/abs/1997ApJ...483L.111N,RV,rho CrB,1.1008381844,1,5822.580078125,rho CrB,http://exoplanet.eu/star.php?st=rho+CrB
HD 143361 b,0,2.034737587,1086,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,RV,HD 143361,,1,,HD 143361,http://exoplanet.eu/star.php?st=HD+143361
XO-1 b,13.518030429726219,0.0492829867,3.941534,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,Transit,XO-1,0.9340000153,1,5750,XO-1,http://exoplanet.eu/star.php?st=XO-1
HD 145457 b,,0.762503624,176.3,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,RV,HD 145457,9.5483407974,1,4757,HD 145457,http://exoplanet.eu/star.php?st=HD+145457
HD 142022 b,0,2.9316337109,1928,Eggenberger 2006,http://adsabs.harvard.edu/abs/2006A%26A...447.1159E,Eggenberger 2006,http://adsabs.harvard.edu/abs/2006A%26A...447.1159E,RV,HD 142022,1.0985636711,1,5499,HD 142022 A,http://exoplanet.eu/star.php?st=HD+142022+A
14 Her b,0,2.9336242676,1773.4,Wittenmeyer 2007,http://adsabs.harvard.edu/abs/2007ApJ...654..625W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,RV,14 Her,0.9123635292,1,5387.6098632812,14 Her,http://exoplanet.eu/star.php?st=14+Her
HD 145377 b,0,0.4500635266,103.95,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,RV,HD 145377,1.0005153418,1,6046,HD 145377,http://exoplanet.eu/star.php?st=HD+145377
HIP 79431 b,,0.3583455384,111.7,Apps 2010,http://adsabs.harvard.edu/abs/2010PASP..122..156A,Apps 2010,http://adsabs.harvard.edu/abs/2010PASP..122..156A,RV,HIP 79431,,1,3191,HIP 79431,http://exoplanet.eu/star.php?st=HIP+79431
WASP-38 b,12.262624716764364,0.0752866343,6.871814,Barros 2011,http://adsabs.harvard.edu/abs/2011A&A...525A..54B,Barros 2011,http://adsabs.harvard.edu/abs/2011A&A...525A..54B,Transit,WASP-38,1.3309999704,1,6150,WASP-38,http://exoplanet.eu/star.php?st=WASP-38
HAT-P-2 b,12.9687900959275,0.0679087639,5.6334729,Pal 2010,http://adsabs.harvard.edu/abs/2010MNRAS.401.2665P,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..826B,Transit,HAT-P-2,1.506000042,1,6290,HAT-P-2,http://exoplanet.eu/star.php?st=HAT-P-2
HD 147018 b,0,0.2388546616,44.236,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,RV,HD 147018,1.05268085,2,5441,HD 147018,http://exoplanet.eu/star.php?st=HD+147018
HD 147018 c,0,1.9227360487,1008,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,RV,HD 147018,1.05268085,2,5441,HD 147018,http://exoplanet.eu/star.php?st=HD+147018
HD 147513 b,0,1.3095798492,528.40002,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,RV,HD 147513,0.8500835299,1,5929.740234375,HD 147513,http://exoplanet.eu/star.php?st=HD+147513
HD 148156 b,,2.1291327477,1027,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,RV,HD 148156,0.9656647444,1,6308,HD 148156,http://exoplanet.eu/star.php?st=HD+148156
HD 148427 b,0,1.0697537661,331.5,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,RV,HD 148427,2.8948774338,1,5035,HD 148427,http://exoplanet.eu/star.php?st=HD+148427
HD 149026 b,7.330673222052899,0.0431325026,2.8758911,Carter 2009,http://adsabs.harvard.edu/abs/2009ApJ...696..241C,Sato 2005,http://adsabs.harvard.edu/abs/2005ApJ...633..465S,RV,HD 149026,1.3680000305,1,6160,HD 149026,http://exoplanet.eu/star.php?st=HD+149026
HD 150706 b,,6.7340650558,5894,Boisse 2012,http://arxiv.org/abs/1205.5835,Boisse 2012,http://arxiv.org/abs/1205.5835,RV,HD 150706,0.9599999785,1,5961,HD 150706,http://exoplanet.eu/star.php?st=HD+150706
HD 149143 b,0,0.0530507639,4.072,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,Fischer 2006 ; da Silva 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F ; http://adsabs.harvard.edu/abs/2006A%26A...446..717D,RV,HD 149143,1.7121918201,1,5884,HD 149143,http://exoplanet.eu/star.php?st=HD+149143
HD 152581 b,,1.4893772602,689,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV,HD 152581,3.8089993,1,5155,HD 152581,http://exoplanet.eu/star.php?st=HD+152581
GJ 649 b,,1.1317930222,598.3,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..149J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..149J,RV,GJ 649,,1,3700,Gl 649,http://exoplanet.eu/star.php?st=Gl+649
HD 154345 b,0,4.2137722969,3341.5588,Wright 2008,http://adsabs.harvard.edu/abs/2008ApJ...683L..63W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,RV,HD 154345,1,1,5468.1201171875,HD 154345,http://exoplanet.eu/star.php?st=HD+154345
HD 153950 b,0,1.280313015,499.4,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,RV,HD 153950,1.1513493061,1,6076,HD 153950,http://exoplanet.eu/star.php?st=HD+153950
HAT-P-18 b,11.152935881087092,0.0559503287,5.508023,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,Transit,HAT-P-18,0.7490000129,1,4803,HAT-P-18,http://exoplanet.eu/star.php?st=HAT-P-18
HD 155358 c,0,1.0008244514,391.9,Robert 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,RV,HD 155358,1.4987537861,2,5760,HD 155358,http://exoplanet.eu/star.php?st=HD+155358
HD 155358 b,0,0.6269384623,194.3,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,RV,HD 155358,1.4987537861,2,5760,HD 155358,http://exoplanet.eu/star.php?st=HD+155358
HD 154672 b,0,0.5986177921,163.94,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,RV,HD 154672,1.3150119781,1,5714,HD 154672,http://exoplanet.eu/star.php?st=HD+154672
HD 154857 b,0,1.2920638323,409,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,McCarthy 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..575M,RV,HD 154857,1.7603000402,1,5605,HD 154857,http://exoplanet.eu/star.php?st=HD+154857
HD 156279 b,,0.4945066869,131.05,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,RV,HD 156279,0.9581381679,1,5453,HD 156279,http://exoplanet.eu/star.php?st=HD+156279
GJ 1214 b,2.6778255616333393,0.0143252835,1.58040482,Carter 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...82C,Charbonneau 2009,http://adsabs.harvard.edu/abs/2009Natur.462..891C,Transit,GJ 1214,0.2109999955,1,3026,GJ 1214,http://exoplanet.eu/star.php?st=GJ+1214
HD 156668 b,,0.0499846041,4.6455,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,RV,HD 156668,0.7286911011,1,4850,HD 156668,http://exoplanet.eu/star.php?st=HD+156668
GJ 667 C c,,0.125092119,28.13,Delfosse 2012,http://arxiv.org/abs/1202.2467,Bonfils 2011,http://arxiv.org/abs/1111.5019,RV,GJ 667 C,,2,3600,GJ 667 C,http://exoplanet.eu/star.php?st=GJ+667+C
GJ 667 C b,,0.0504235178,7.199,Delfosse 2012,http://arxiv.org/abs/1202.2467,Bonfils 2011,http://arxiv.org/abs/1111.5019,RV,GJ 667 C,,2,3600,GJ 667 C,http://exoplanet.eu/star.php?st=GJ+667+C
HD 156411 b,,1.8804773092,842.2,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,RV,HD 156411,1.656583786,1,5900,HD 156411,http://exoplanet.eu/star.php?st=HD+156411
HAT-P-14 b,12.890327573805742,0.0606257506,4.627669,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,Transit,HAT-P-14,1.4680000544,1,6600,HAT-P-14,http://exoplanet.eu/star.php?st=HAT-P-14
HD 156846 b,0,1.1175123453,359.51001,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,RV,HD 156846,1.5824201107,1,6138,HD 156846,http://exoplanet.eu/star.php?st=HD+156846
HD 158038 b,,1.4978781939,521,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV,HD 158038,5.301507473,1,4897,HD 158038,http://exoplanet.eu/star.php?st=HD+158038
GJ 674 b,0,0.0386657119,4.6938,Bonfils 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..293B,Bonfils 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..293B,RV,GJ 674,,1,3600,GJ 674,http://exoplanet.eu/star.php?st=GJ+674
GJ 676 A b,,1.8153949976,1056.8,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,RV,GJ 676 A,,1,,GJ 676 A,http://exoplanet.eu/star.php?st=GJ+676+A
HD 159868 b,0,2.246358633,1178.4,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,RV,HD 159868,1.6582901478,2,5623,HD 159868,http://exoplanet.eu/star.php?st=HD+159868
HD 159868 c,0,1.0039627552,352.3,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,RV,HD 159868,1.6582901478,2,5623,HD 159868,http://exoplanet.eu/star.php?st=HD+159868
mu Ara c,0,5.3405680656,4205.8,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,McCarthy 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..575M,RV,mu Ara,1.2503533363,4,5784.2797851562,HD 160691,http://exoplanet.eu/star.php?st=HD+160691
mu Ara e,0,0.9396095872,310.54999,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,Pepe 2007 ; Gozdiewski 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P ; http://adsabs.harvard.edu/abs/2007ApJ...657..546G,RV,mu Ara,1.2503533363,4,5784.2797851562,HD 160691,http://exoplanet.eu/star.php?st=HD+160691
mu Ara d,0,0.092784293,9.6386,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,Santos 2004,http://adsabs.harvard.edu/abs/2004A%26A...426L..19S,RV,mu Ara,1.2503533363,4,5784.2797851562,HD 160691,http://exoplanet.eu/star.php?st=HD+160691
mu Ara b,0,1.527299881,643.25,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,Butler 2001,http://adsabs.harvard.edu/abs/2001ApJ...555..410B,RV,mu Ara,1.2503533363,4,5784.2797851562,HD 160691,http://exoplanet.eu/star.php?st=HD+160691
HD 162020 b,0,0.0756944418,8.428198,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,RV,HD 162020,0.5263608098,1,4844.669921875,HD 162020,http://exoplanet.eu/star.php?st=HD+162020
OGLE-TR-10 b,14.01122591367335,0.0434855074,3.101278,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2005,http://adsabs.harvard.edu/abs/2005ApJ...624..372K,Transit,OGLE-TR-10,1.1699999571,1,5950,OGLE-TR-10,http://exoplanet.eu/star.php?st=OGLE-TR-10
TrES-3 b,14.975197872066039,0.0227177925,1.30618581,Sozzetti 2009,http://adsabs.harvard.edu/abs/2009ApJ...691.1145S,O'Donovan 2007,http://adsabs.harvard.edu/abs/2007ApJ...663L..37O,Transit,TrES-3,0.8119999766,1,5650,TrES-3,http://exoplanet.eu/star.php?st=TrES-3
TrES-4 b,19.62692578333303,0.0509242974,3.553945,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M,Transit,TrES-4,1.8159999847,1,6200,TrES-4,http://exoplanet.eu/star.php?st=TrES-4
HD 163607 c,,2.4178864956,1314,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,RV,HD 163607,1.6959377527,2,5543,HD 163607,http://exoplanet.eu/star.php?st=HD+163607
HD 163607 b,,0.3592011034,75.29,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,RV,HD 163607,1.6959377527,2,5543,HD 163607,http://exoplanet.eu/star.php?st=HD+163607
OGLE-TR-56 b,15.277841131946442,0.023830913,1.2119189,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2003,http://adsabs.harvard.edu/abs/2003Natur.421..507K,Transit,OGLE-TR-56,1.3630000353,1,6050,OGLE-TR-56,http://exoplanet.eu/star.php?st=OGLE-TR-56
HD 164509 b,,0.8775418997,282.4,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,RV,HD 164509,1.056014657,1,5922,HD 164509,http://exoplanet.eu/star.php?st=HD+164509
HD 164922 b,0,2.1009116173,1155,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,RV,HD 164922,0.8994723558,1,5385.3598632812,HD 164922,http://exoplanet.eu/star.php?st=HD+164922
HD 164604 b,,1.3029856682,606.4,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,RV,HD 164604,,1,,HD 164604,http://exoplanet.eu/star.php?st=HD+164604
HAT-P-31 b,11.993609970575877,0.0611920729,5.005425,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,Transit,HAT-P-31,1.3600000143,1,6065,HAT-P-31,http://exoplanet.eu/star.php?st=HAT-P-31
HD 167042 b,0,1.3170899153,420.77,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..784J,RV,HD 167042,3.5126478672,1,5010,HD 167042,http://exoplanet.eu/star.php?st=HD+167042
HAT-P-5 b,14.056061259334598,0.0407151729,2.788491,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...671L.173B,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...671L.173B,Transit,HAT-P-5,1.1649999619,1,5960,HAT-P-5,http://exoplanet.eu/star.php?st=HAT-P-5
HD 168443 b,0,0.2938498855,58.11247,Pilyavsky 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..162P,Marcy 1999,http://adsabs.harvard.edu/abs/1999ApJ...520..239M,RV,HD 168443,1.5885946751,2,5491,HD 168443,http://exoplanet.eu/star.php?st=HD+168443
HD 168443 c,0,2.8528091908,1749.83,Pilyavsky 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..162P,Marcy 2001,http://adsabs.harvard.edu/abs/2001ApJ...555..418M,RV,HD 168443,1.5885946751,2,5491,HD 168443,http://exoplanet.eu/star.php?st=HD+168443
HD 168746 b,0,0.0655505285,6.404,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Pepe 2002,http://adsabs.harvard.edu/abs/2002A%26A...388..632P,RV,HD 168746,0.8883609176,1,5563.6201171875,HD 168746,http://exoplanet.eu/star.php?st=HD+168746
42 Dra b,0,1.191737175,479.1,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,RV,42 Dra,36.1451225281,1,4200,42 Dra,http://exoplanet.eu/star.php?st=42+Dra
HD 169830 b,0,0.8132793903,225.62,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,RV,HD 169830,1.803183198,2,6221.4301757812,HD 169830,http://exoplanet.eu/star.php?st=HD+169830
HD 169830 c,0,3.6018443108,2102,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,RV,HD 169830,1.803183198,2,6221.4301757812,HD 169830,http://exoplanet.eu/star.php?st=HD+169830
HD 170469 b,0,2.2353777885,1145,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,RV,HD 170469,1.2211652994,1,5810,HD 170469,http://exoplanet.eu/star.php?st=HD+170469
HD 171028 b,0,1.3101879358,550,Santos 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.112S,Santos 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..647S,RV,HD 171028,2.1397089958,1,5663,HD 171028,http://exoplanet.eu/star.php?st=HD+171028
CoRoT-16 b,13.114506974332981,0.0617874227,5.35227,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,Transit,CoRoT-16,1.1900000572,1,5650,CoRoT-16,http://exoplanet.eu/star.php?st=CoRoT-16
WASP-3 b,14.459584715848733,0.0314947776,1.846834,Tripathi 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..421T,Pollacco 2008,http://adsabs.harvard.edu/abs/2008MNRAS.385.1576P,Transit,WASP-3,1.3099999428,1,6400,WASP-3,http://exoplanet.eu/star.php?st=WASP-3
HD 171238 b,0,2.5426826477,1523,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,RV,HD 171238,1.0505901575,1,5467,HD 171238,http://exoplanet.eu/star.php?st=HD+171238
CoRoT-17 b,11.433160131465922,0.0480498746,3.7681,Csizmadia 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..41C,Csizmadia 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..41C,Transit,CoRoT-17,1.5120999813,1,5740,CoRoT-17,http://exoplanet.eu/star.php?st=CoRoT-17
CoRoT-23 b,,0.0483417101,3.6313,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,Transit,CoRoT-23,1.6100000143,1,5900,CoRoT-23,http://exoplanet.eu/star.php?st=CoRoT-23
CoRoT-11 b,16.028841856770825,0.0440549105,2.99433,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,Transit,CoRoT-11,1.3700000048,1,6440,CoRoT-11,http://exoplanet.eu/star.php?st=CoRoT-11
CoRoT-9 b,11.769429232817235,0.4069911242,95.2738,Deeg 2010,http://adsabs.harvard.edu/abs/2010Natur.464..384D,Deeg 2010,http://adsabs.harvard.edu/abs/2010Natur.464..384D,Transit,CoRoT-9,0.9399999976,1,5625,CoRoT-9,http://exoplanet.eu/star.php?st=CoRoT-9
HD 173416 b,0,1.1627237797,323.6,Liu 2009,http://adsabs.harvard.edu/abs/2009RAA.....9....1L,Liu 2009,http://adsabs.harvard.edu/abs/2009RAA.....9....1L,RV,HD 173416,14.3918523788,1,4683,HD 173416,http://exoplanet.eu/star.php?st=HD+173416
CoRoT-6 b,13.069671628671735,0.0854177177,8.886593,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,Transit,CoRoT-6,1.0249999762,1,6090,CoRoT-6,http://exoplanet.eu/star.php?st=CoRoT-6
Kepler-8 b,15.905543988987816,0.0483278073,3.52254,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,Transit,Kepler-8,1.4859999418,1,6213,Kepler-8,http://exoplanet.eu/star.php?st=Kepler-8
HD 175541 b,0,1.0033448935,297.3,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,RV,HD 175541,3.2490136623,1,5060,HD 175541,http://exoplanet.eu/star.php?st=HD+175541
HAT-P-37 b,13.20417900176598,0.0379272662,2.79736,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Transit,HAT-P-37,0.8769999743,1,5500,,
Kepler-26 b,,0.0902468562,12.282356,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-26,0.5899999738,2,3933,Kepler-26,http://exoplanet.eu/star.php?st=Kepler-26
